Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,21,12,9,57.1%,28-26,51.9%,286-282,50.4%,6-7,46.2%,17,83.6%,16.0%,9.3%,6.9%,64.7%,76.3%,44.4%,65.1%,34.6%,49.6%,0.99
Clay,7,3,4,42.9%,9-6,60.0%,73-61,54.5%,0-1,0.0%,5,70.9%,27.3%,7.5%,6.9%,62.5%,67.6%,43.0%,58.3%,39.9%,48.9%,0.96
Grass,1,0,1,0.0%,0-3,0.0%,10-18,35.7%,0-0,-,1,64.3%,7.1%,14.1%,10.6%,67.1%,68.4%,39.3%,58.8%,26.7%,43.8%,0.65
Grand Slams,5,2,3,40.0%,7-10,41.2%,82-91,47.4%,0-1,0.0%,5,73.9%,20.2%,9.9%,8.7%,58.6%,71.1%,43.4%,59.6%,34.5%,47.7%,0.85
Masters,4,2,2,50.0%,5-5,50.0%,55-55,50.0%,2-2,50.0%,4,83.0%,17.0%,8.5%,5.0%,67.4%,76.9%,43.2%,65.9%,33.8%,49.9%,0.99
Other Tours,14,6,8,42.9%,15-15,50.0%,151-151,50.0%,4-4,50.0%,14,83.0%,16.4%,8.9%,6.8%,66.9%,75.2%,44.5%,65.0%,36.2%,49.8%,1.03
Best of 5,5,2,3,40.0%,7-10,41.2%,82-91,47.4%,0-1,0.0%,5,73.9%,20.2%,9.9%,8.7%,58.6%,71.1%,43.4%,59.6%,34.5%,47.7%,0.85
Best of 3,24,13,11,54.2%,30-25,54.5%,287-270,51.5%,6-7,46.2%,18,83.0%,16.6%,8.8%,6.3%,67.0%,75.6%,44.2%,65.2%,35.6%,49.8%,1.02
Semi-finals,1,0,1,0.0%,0-2,0.0%,10-13,43.5%,0-1,0.0%,1,90.9%,0.0%,6.8%,5.4%,70.3%,67.3%,59.1%,64.9%,26.1%,46.2%,0.74
Quarter-finals,2,1,1,50.0%,2-2,50.0%,19-19,50.0%,1-0,100.0%,2,84.2%,11.1%,12.0%,8.8%,66.4%,78.3%,42.9%,66.4%,33.8%,49.4%,1.01
vs Righties,26,12,14,46.2%,31-34,47.7%,329-333,49.7%,6-8,42.9%,22,79.6%,17.2%,9.3%,7.3%,64.2%,74.1%,43.6%,63.1%,35.0%,49.0%,0.95
vs Lefties,2,2,0,100.0%,4-1,80.0%,28-22,56.0%,0-0,-,1,100.0%,33.3%,4.2%,0.0%,72.9%,82.9%,61.5%,77.1%,44.6%,58.4%,1.95
vs Top 10,2,1,1,50.0%,3-3,50.0%,33-32,50.8%,0-1,0.0%,1,73.7%,20.0%,8.5%,4.7%,51.9%,71.6%,46.8%,59.7%,34.2%,47.4%,0.85
